seqName,samplingDate
hCoV-19/USA/NY-URMC-21081487-1/2021/EPI_ISL_6258918/2021-08-11,2021-08-11
hCoV-19/USA/LA-CDC-QDX27830251/2021/EPI_ISL_4033516/2021-08-12,2021-08-12
hCoV-19/USA/WY-WYPHL-21069542/2021/EPI_ISL_4569413/2021-08-12,2021-08-12
hCoV-19/USA/IL-S21WGS3903/2021/EPI_ISL_3920266/2021-08-13,2021-08-13
hCoV-19/USA/ME-HETL-J6593/2021/EPI_ISL_4084275/2021-08-13,2021-08-13
hCoV-19/USA/NC-ECU-109247461/2021/EPI_ISL_5323768/2021-08-13,2021-08-13
hCoV-19/USA/AK-PHL13237/2021/EPI_ISL_4668834/2021-08-14,2021-08-14
hCoV-19/USA/CA-CDC-FG-079967/2021/EPI_ISL_3662785/2021-08-14,2021-08-14
hCoV-19/USA/GA-CDC-QDX27909025/2021/EPI_ISL_4019013/2021-08-14,2021-08-14
hCoV-19/USA/ME-HETL-J6590/2021/EPI_ISL_4084335/2021-08-14,2021-08-14
hCoV-19/USA/NC-CDC-LC0195479/2021/EPI_ISL_4149825/2021-08-17,2021-08-17
hCoV-19/USA/TX-HMH-MCoV-56292/2021/EPI_ISL_5343031/2021-08-17,2021-08-17
hCoV-19/USA/OK-OKPHL0007411/2021/EPI_ISL_15564911/2021-08-18,2021-08-18
hCoV-19/USA/RI-CDC-LC0212590/2021/EPI_ISL_4164424/2021-08-18,2021-08-18
hCoV-19/USA/SC-3558/2021/EPI_ISL_17114510/2021-08-18,2021-08-18
hCoV-19/USA/TX-CDC-ASC210119122/2021/EPI_ISL_4141507/2021-08-18,2021-08-18
